Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusItem
74714;1000000473413126900;63791269184965;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74732;1000000473503141638;63791269184965;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74754;1000000473613164734;63791269184965;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74773;1000000473708185406;63791269184965;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74795;1000000473818208153;63791269185012;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74895;1000000474318381040;63791269185960;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74914;1000000474413592832;63791269185960;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74932;1000000474503607264;63791269185960;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74954;1000000474613692903;63791269185960;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74973;1000000474708766527;63791269185960;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
74995;1000000474818843316;63791269186366;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75014;1000000474913910705;63791269186366;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75032;1000000475004037892;63791269186366;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75054;1000000475114106330;63791269186366;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75073;1000000475209165745;63791269186401;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75095;1000000475319107905;63791269186521;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75114;1000000475414098569;63791269186611;(0.699, 1.600, 0.435);(-0.020, 0.016, -0.008, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75132;1000000475504154782;63791269186701;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75154;1000000475614151833;63791269186812;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75173;1000000475709214288;63791269186895;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75195;1000000475819215326;63791269187016;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75214;1000000475914216268;63791269187120;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75232;1000000476004215598;63791269187196;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75254;1000000476114223585;63791269187303;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75273;1000000476209229967;63791269187398;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75295;1000000476319244768;63791269187505;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75313;1000000476409254951;63791269187606;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75332;1000000476504264364;63791269187694;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75354;1000000476614280397;63791269187806;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75373;1000000476709294598;63791269187905;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75395;1000000476819310776;63791269188005;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75414;1000000476914324670;63791269188106;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75432;1000000477004338615;63791269188218;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75454;1000000477114428975;63791269188305;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75473;1000000477209503943;63791269188406;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75495;1000000477319583922;63791269188506;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75513;1000000477409649017;63791269188605;(0.699, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75532;1000000477504718455;63791269188695;(0.699, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
75554;1000000477614862438;63791269188807;(0.699, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
