Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusItem
204353;1000001121847559908;63791269833313;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204372;1000001121942631373;63791269833313;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204394;1000001122052641838;63791269833313;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204413;1000001122147651101;63791269833353;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204572;1000001122942859191;63791269834602;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204594;1000001123052880289;63791269834602;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204613;1000001123147897866;63791269834602;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204635;1000001123257918352;63791269834602;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204653;1000001123347934788;63791269834602;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204672;1000001123442951927;63791269834670;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204694;1000001123553044624;63791269834744;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204713;1000001123648121207;63791269834844;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204734;1000001123753200224;63791269834960;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204753;1000001123848268861;63791269835049;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204772;1000001123943399065;63791269835133;(-0.259, 1.141, 0.387);(-0.031, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204794;1000001124053387819;63791269835258;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204813;1000001124148386360;63791269835352;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204834;1000001124253389351;63791269835463;(-0.259, 1.141, 0.387);(-0.031, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204853;1000001124348396124;63791269835551;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204872;1000001124443406898;63791269835640;(-0.259, 1.141, 0.387);(-0.032, -0.307, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204894;1000001124553422630;63791269835763;(-0.259, 1.141, 0.387);(-0.031, -0.306, -0.022, 0.951);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204913;1000001124648439439;63791269835846;(-0.257, 1.141, 0.386);(-0.032, -0.287, -0.022, 0.957);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204934;1000001124753461781;63791269835945;(-0.257, 1.141, 0.386);(-0.030, -0.291, -0.021, 0.956);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
204953;1000001124848485429;63791269836045;(-0.256, 1.141, 0.384);(-0.033, -0.280, -0.022, 0.959);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
