Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusItem
271964;1000001455747480721;63791335547222;(1.082, 0.554, 0.514);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
271983;1000001455842516243;63791335547223;(1.082, 0.554, 0.514);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272005;1000001455952551579;63791335547223;(1.082, 0.554, 0.514);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272023;1000001456042584451;63791335547223;(1.082, 0.554, 0.514);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272123;1000001456542789103;63791335548162;(1.082, 0.553, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272142;1000001456637832635;63791335548162;(1.082, 0.553, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272164;1000001456747881763;63791335548162;(1.082, 0.553, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272183;1000001456842910858;63791335548162;(1.082, 0.553, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272204;1000001456947956805;63791335548162;(1.082, 0.553, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272223;1000001457042985167;63791335548278;(1.082, 0.554, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272242;1000001457138017508;63791335548355;(1.082, 0.553, 0.514);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272264;1000001457248049314;63791335548484;(1.082, 0.554, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272283;1000001457343081016;63791335548539;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272304;1000001457448119921;63791335548642;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272323;1000001457543151106;63791335548734;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272342;1000001457638186925;63791335548819;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272364;1000001457748222778;63791335548932;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272383;1000001457843257555;63791335549038;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272404;1000001457948290529;63791335549135;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272423;1000001458043326568;63791335549226;(1.082, 0.554, 0.513);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272442;1000001458138358028;63791335549311;(1.082, 0.554, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272464;1000001458248395783;63791335549418;(1.082, 0.554, 0.513);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272482;1000001458338423432;63791335549519;(1.082, 0.554, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272504;1000001458448461117;63791335549615;(1.082, 0.554, 0.513);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272523;1000001458543497649;63791335549706;(1.082, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272542;1000001458638529814;63791335549814;(1.082, 0.554, 0.514);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272564;1000001458748570967;63791335549917;(1.083, 0.554, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272582;1000001458838607283;63791335550026;(1.082, 0.554, 0.513);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272604;1000001458948647052;63791335550115;(1.083, 0.554, 0.513);(-0.037, 0.060, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
272623;1000001459043677406;63791335550208;(1.082, 0.553, 0.513);(-0.037, 0.059, -0.002, 0.998);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
