Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusItem
60959;1000000404612334691;63791269116079;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
60978;1000000404707401757;63791269116079;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61000;1000000404817473151;63791269116079;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61019;1000000404912532520;63791269116121;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61100;1000000405317928968;63791269116931;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61119;1000000405412977287;63791269116931;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61137;1000000405503027631;63791269116931;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61159;1000000405613011254;63791269116931;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61178;1000000405708001896;63791269116931;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61200;1000000405817996545;63791269117024;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61219;1000000405912996526;63791269117129;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61237;1000000406002995762;63791269117195;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61259;1000000406113003492;63791269117333;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61278;1000000406208009337;63791269117416;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61300;1000000406318023573;63791269117533;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61319;1000000406413035515;63791269117604;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61337;1000000406503043750;63791269117704;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61359;1000000406613135462;63791269117826;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61378;1000000406708146621;63791269117912;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61400;1000000406818234379;63791269118020;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61419;1000000406913242065;63791269118121;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61437;1000000407003250690;63791269118193;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61459;1000000407113335334;63791269118308;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61478;1000000407208405082;63791269118395;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61500;1000000407318480183;63791269118521;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61519;1000000407413542195;63791269118618;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61537;1000000407503599799;63791269118694;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61559;1000000407613664570;63791269118804;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61578;1000000407708718169;63791269118926;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61600;1000000407818776087;63791269119009;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61619;1000000407913824728;63791269119106;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61637;1000000408003870439;63791269119200;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61659;1000000408113921016;63791269119306;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61678;1000000408208965428;63791269119408;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61700;1000000408318940324;63791269119507;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61718;1000000408408987416;63791269119599;(0.698, 1.599, 0.433);(-0.022, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61737;1000000408504039763;63791269119692;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61759;1000000408614097158;63791269119809;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61778;1000000408709083187;63791269119896;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61800;1000000408819072687;63791269120031;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61819;1000000408914067876;63791269120102;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61837;1000000409004066366;63791269120194;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61859;1000000409114070633;63791269120307;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61878;1000000409209076373;63791269120396;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61900;1000000409319089647;63791269120507;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61918;1000000409409099291;63791269120597;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61937;1000000409504108928;63791269120696;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61959;1000000409614199444;63791269120807;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
61978;1000000409709273057;63791269120896;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
62000;1000000409819353408;63791269121007;(0.698, 1.599, 0.433);(-0.021, 0.017, -0.007, 1.000);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
