Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusItem
284473;1000001518307865793;63791335609669;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284474;1000001518312867886;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284475;1000001518317869965;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284476;1000001518322872031;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284477;1000001518327874085;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284478;1000001518332876126;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284479;1000001518337878155;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284480;1000001518342880170;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284481;1000001518347882173;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284482;1000001518352884163;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284483;1000001518357886168;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284484;1000001518362884701;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284485;1000001518367886694;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284486;1000001518372888674;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284487;1000001518377890642;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284488;1000001518382896282;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284495;1000001518417910080;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284496;1000001518422912033;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284497;1000001518427913973;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284498;1000001518432915901;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284499;1000001518437917815;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284500;1000001518442919716;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284501;1000001518447921607;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284502;1000001518452920079;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284503;1000001518457918686;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284504;1000001518462917293;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284505;1000001518467919360;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284506;1000001518472921415;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284507;1000001518477923457;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284508;1000001518482925486;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284509;1000001518487927502;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284510;1000001518492929479;63791335609670;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284511;1000001518497931443;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284512;1000001518502933395;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284513;1000001518507935335;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284514;1000001518512937263;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284515;1000001518517939178;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284516;1000001518522941080;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284517;1000001518527942971;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284518;1000001518532944849;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284519;1000001518537946714;63791335609712;(0.079, 1.599, 0.131);(0.247, -0.029, -0.025, 0.968);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284673;1000001519308211186;63791335610570;(0.056, 1.600, 0.137);(0.254, -0.067, 0.012, 0.965);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284674;1000001519313208785;63791335610570;(0.056, 1.600, 0.137);(0.254, -0.067, 0.012, 0.965);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284675;1000001519318210771;63791335610570;(0.056, 1.600, 0.137);(0.254, -0.067, 0.012, 0.965);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284676;1000001519323212880;63791335610570;(0.056, 1.600, 0.137);(0.254, -0.067, 0.012, 0.965);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284677;1000001519328215084;63791335610570;(0.056, 1.600, 0.137);(0.254, -0.067, 0.012, 0.965);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
284678;1000001519333217410;63791335610570;(0.056, 1.600, 0.137);(0.254, -0.067, 0.012, 0.965);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
