Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability;FocusItem
289520;1000001543556161458;63791335635160;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289521;1000001543561273974;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289522;1000001543566382647;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289523;1000001543571487324;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289524;1000001543576588156;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289525;1000001543581691925;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289526;1000001543586785734;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289527;1000001543591881549;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289528;1000001543596968449;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289529;1000001543602058886;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289530;1000001543607139922;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289531;1000001543612217670;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289532;1000001543617292613;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289539;1000001543652729319;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289561;1000001543763536292;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289579;1000001543853931603;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289598;1000001543949326719;63791335635161;(0.167, 1.262, 0.169);(0.407, -0.078, -0.012, 0.910);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289679;1000001544355778138;63791335635976;(0.165, 1.252, 0.177);(0.424, -0.080, -0.016, 0.902);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289698;1000001544451064826;63791335635976;(0.165, 1.252, 0.177);(0.424, -0.080, -0.016, 0.902);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289720;1000001544561181944;63791335635976;(0.165, 1.252, 0.177);(0.424, -0.080, -0.016, 0.902);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
289739;1000001544656281205;63791335635976;(0.165, 1.252, 0.177);(0.424, -0.080, -0.016, 0.902);INVALID;;;;INVALID;;;;;;INVALID;;;;;;;;
